,candidate_name,cycle,month_10,month_11,month_9,state,republican,Year,Rep_House_Prop,State
0,George Bush,1988.0,47.62662793548387,50.248886875,42.88343299999999,Ohio,1,1988.0,0.49206349206349204,Ohio
1,Michael S. Dukakis,1988.0,40.148236225806436,40.84444487500001,41.630449833333344,Ohio,0,1988.0,0.507936507936508,Ohio
2,Bill Clinton,1992.0,44.25808270967742,40.03935933333333,41.67117373333335,Ohio,0,1992.0,0.5076923076923077,Ohio
3,George Bush,1992.0,35.69088270967742,38.61645666666666,37.902739333333336,Ohio,1,1992.0,0.4923076923076923,Ohio
4,Bill Clinton,1996.0,46.83120483870969,47.5095472,46.73105106666666,Ohio,0,1996.0,0.475,Ohio
5,Bob Dole,1996.0,37.47251064516129,40.2639332,37.826142166666656,Ohio,1,1996.0,0.525,Ohio
6,Al Gore,2000.0,41.84613393548389,42.054195,42.91463579999999,Ohio,0,2000.0,0.4827586206896552,Ohio
7,George W. Bush,2000.0,46.78207103225806,49.37725285714286,45.657735100000004,Ohio,1,2000.0,0.5172413793103449,Ohio
8,George W. Bush,2004.0,47.68962625806451,47.9814155,49.19900693333332,Ohio,1,2004.0,0.5357142857142857,Ohio
9,John Kerry,2004.0,46.97789306451613,47.9942765,44.43415193333333,Ohio,0,2004.0,0.4642857142857143,Ohio
10,Barack Obama,2008.0,48.62066512903226,49.60378625000001,45.46806783333333,Ohio,0,2008.0,0.6666666666666667,Ohio
11,John McCain,2008.0,44.798803741935494,44.874726,46.70141646666666,Ohio,1,2008.0,0.3333333333333333,Ohio
12,Barack Obama,2012.0,48.1090005483871,48.74383866666667,47.8742324,Ohio,0,2012.0,0.33333333333333337,Ohio
13,Mitt Romney,2012.0,46.13982838709678,46.96048716666667,45.19408716666667,Ohio,1,2012.0,0.6666666666666666,Ohio
14,Donald Trump,2016.0,42.65740612903226,45.28069,41.97654666666667,Ohio,1,2016.0,0.36,Ohio
15,Hillary Rodham Clinton,2016.0,43.23726483870969,43.04857375,41.27766133333333,Ohio,0,2016.0,0.64,Ohio
16,Donald Trump,2020.0,47.09080677419354,47.47408333333334,47.61323833333333,Ohio,1,2020.0,0.3636363636363637,Ohio
17,Joseph R. Biden Jr.,2020.0,46.932689677419354,46.89798000000001,46.78650233333335,Ohio,0,2020.0,0.6363636363636362,Ohio
